id_tratta;id_volo;partenza;nazione_partenza;destinazione;nazione_destinazione;data;ora;compagnia_aerea;posti_tot;posti_disponibili;posti_occupati;prezzo_biglietto
54;2;Aeroporto di Amsterdam-Schiphol (AMS);Paesi Bassi;Aeroporto di Vienna (VIE);Austria;2025-06-16;23:15;KLM;120;52;68;258.00
54;3;Aeroporto di Amsterdam-Schiphol (AMS);Paesi Bassi;Aeroporto di Vienna (VIE);Austria;2025-06-17;03:15;KLM;120;49;71;288.00
55;1;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Roma-Fiumicino (FCO);Italia;2025-06-18;11:15;SAS Scandinavian Airlines;120;55;65;273.00
55;2;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Roma-Fiumicino (FCO);Italia;2025-06-18;15:15;SAS Scandinavian Airlines;120;58;62;281.00
55;3;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Roma-Fiumicino (FCO);Italia;2025-06-18;19:15;SAS Scandinavian Airlines;120;50;70;256.00
56;1;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Francoforte sul Meno (FRA);Germania;2025-06-19;12:15;SAS Scandinavian Airlines;120;62;58;224.00
56;2;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Francoforte sul Meno (FRA);Germania;2025-06-19;16:15;SAS Scandinavian Airlines;120;64;56;270.00
56;3;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Francoforte sul Meno (FRA);Germania;2025-06-19;20:15;SAS Scandinavian Airlines;120;64;56;246.00
57;1;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Parigi-Charles de Gaulle (CDG);Francia;2025-06-20;13:15;SAS Scandinavian Airlines;120;62;58;254.00
57;2;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Parigi-Charles de Gaulle (CDG);Francia;2025-06-20;17:15;SAS Scandinavian Airlines;120;68;52;212.00
57;3;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Parigi-Charles de Gaulle (CDG);Francia;2025-06-20;21:15;SAS Scandinavian Airlines;120;57;63;280.00
58;1;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Madrid-Barajas (MAD);Spagna;2025-06-21;14:15;SAS Scandinavian Airlines;120;46;74;268.00
58;2;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Madrid-Barajas (MAD);Spagna;2025-06-21;18:15;SAS Scandinavian Airlines;120;49;71;252.00
58;3;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Madrid-Barajas (MAD);Spagna;2025-06-21;22:15;SAS Scandinavian Airlines;120;58;62;249.00
59;1;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Londra-Heathrow (LHR);Regno Unito;2025-06-22;15:15;SAS Scandinavian Airlines;120;58;62;272.00
59;2;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Londra-Heathrow (LHR);Regno Unito;2025-06-22;19:15;SAS Scandinavian Airlines;120;50;70;275.00
59;3;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Londra-Heathrow (LHR);Regno Unito;2025-06-22;23:15;SAS Scandinavian Airlines;120;70;50;204.00
60;1;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Amsterdam-Schiphol (AMS);Paesi Bassi;2025-06-23;16:15;SAS Scandinavian Airlines;120;61;59;274.00
60;2;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Amsterdam-Schiphol (AMS);Paesi Bassi;2025-06-23;20:15;SAS Scandinavian Airlines;120;69;51;262.00
60;3;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Amsterdam-Schiphol (AMS);Paesi Bassi;2025-06-23;00:15;SAS Scandinavian Airlines;120;68;52;279.00
61;1;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Zurigo (ZRH);Svizzera;2025-06-24;17:15;SAS Scandinavian Airlines;120;57;63;214.00
61;2;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Zurigo (ZRH);Svizzera;2025-06-24;21:15;SAS Scandinavian Airlines;120;68;52;212.00
61;3;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Zurigo (ZRH);Svizzera;2025-06-24;01:15;SAS Scandinavian Airlines;120;53;67;258.00
62;1;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Bruxelles (BRU);Belgio;2025-06-25;18:15;SAS Scandinavian Airlines;120;56;64;259.00
62;2;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Bruxelles (BRU);Belgio;2025-06-25;22:15;SAS Scandinavian Airlines;120;65;55;249.00
62;3;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Bruxelles (BRU);Belgio;2025-06-25;02:15;SAS Scandinavian Airlines;120;61;59;254.00
63;1;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Vienna (VIE);Austria;2025-06-26;19:15;SAS Scandinavian Airlines;120;64;56;264.00
63;2;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Vienna (VIE);Austria;2025-06-26;23:15;SAS Scandinavian Airlines;120;61;59;234.00
63;3;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;Aeroporto di Vienna (VIE);Austria;2025-06-27;03:15;SAS Scandinavian Airlines;120;56;64;201.00
64;1;Aeroporto di Vienna (VIE);Austria;Aeroporto di Roma-Fiumicino (FCO);Italia;2025-06-28;11:15;Austrian Airlines;120;61;59;204.00
64;2;Aeroporto di Vienna (VIE);Austria;Aeroporto di Roma-Fiumicino (FCO);Italia;2025-06-28;15:15;Austrian Airlines;120;60;60;262.00
64;3;Aeroporto di Vienna (VIE);Austria;Aeroporto di Roma-Fiumicino (FCO);Italia;2025-06-28;19:15;Austrian Airlines;120;62;58;294.00
65;1;Aeroporto di Vienna (VIE);Austria;Aeroporto di Francoforte sul Meno (FRA);Germania;2025-06-29;12:15;Austrian Airlines;120;63;57;264.00
65;2;Aeroporto di Vienna (VIE);Austria;Aeroporto di Francoforte sul Meno (FRA);Germania;2025-06-29;16:15;Austrian Airlines;120;54;66;211.00
65;3;Aeroporto di Vienna (VIE);Austria;Aeroporto di Francoforte sul Meno (FRA);Germania;2025-06-29;20:15;Austrian Airlines;120;57;63;226.00
66;1;Aeroporto di Vienna (VIE);Austria;Aeroporto di Parigi-Charles de Gaulle (CDG);Francia;2025-06-30;13:15;Austrian Airlines;120;67;53;291.00
66;2;Aeroporto di Vienna (VIE);Austria;Aeroporto di Parigi-Charles de Gaulle (CDG);Francia;2025-06-30;17:15;Austrian Airlines;120;63;57;226.00
66;3;Aeroporto di Vienna (VIE);Austria;Aeroporto di Parigi-Charles de Gaulle (CDG);Francia;2025-06-30;21:15;Austrian Airlines;120;66;54;240.00
67;1;Aeroporto di Vienna (VIE);Austria;Aeroporto di Madrid-Barajas (MAD);Spagna;2025-07-01;14:15;Austrian Airlines;120;56;64;236.00
67;2;Aeroporto di Vienna (VIE);Austria;Aeroporto di Madrid-Barajas (MAD);Spagna;2025-07-01;18:15;Austrian Airlines;120;56;64;261.00
67;3;Aeroporto di Vienna (VIE);Austria;Aeroporto di Madrid-Barajas (MAD);Spagna;2025-07-01;22:15;Austrian Airlines;120;62;58;291.00
68;1;Aeroporto di Vienna (VIE);Austria;Aeroporto di Londra-Heathrow (LHR);Regno Unito;2025-07-02;15:15;Austrian Airlines;120;62;58;205.00
68;2;Aeroporto di Vienna (VIE);Austria;Aeroporto di Londra-Heathrow (LHR);Regno Unito;2025-07-02;19:15;Austrian Airlines;120;58;62;275.00
68;3;Aeroporto di Vienna (VIE);Austria;Aeroporto di Londra-Heathrow (LHR);Regno Unito;2025-07-02;23:15;Austrian Airlines;120;57;63;220.00
69;1;Aeroporto di Vienna (VIE);Austria;Aeroporto di Amsterdam-Schiphol (AMS);Paesi Bassi;2025-07-03;16:15;Austrian Airlines;120;59;61;271.00
69;2;Aeroporto di Vienna (VIE);Austria;Aeroporto di Amsterdam-Schiphol (AMS);Paesi Bassi;2025-07-03;20:15;Austrian Airlines;120;60;60;219.00
69;3;Aeroporto di Vienna (VIE);Austria;Aeroporto di Amsterdam-Schiphol (AMS);Paesi Bassi;2025-07-03;00:15;Austrian Airlines;120;62;58;281.00
70;1;Aeroporto di Vienna (VIE);Austria;Aeroporto di Zurigo (ZRH);Svizzera;2025-07-04;17:15;Austrian Airlines;120;53;67;247.00
70;2;Aeroporto di Vienna (VIE);Austria;Aeroporto di Zurigo (ZRH);Svizzera;2025-07-04;21:15;Austrian Airlines;120;58;62;293.00
70;3;Aeroporto di Vienna (VIE);Austria;Aeroporto di Zurigo (ZRH);Svizzera;2025-07-04;01:15;Austrian Airlines;120;62;58;295.00
71;1;Aeroporto di Vienna (VIE);Austria;Aeroporto di Bruxelles (BRU);Belgio;2025-07-05;18:15;Austrian Airlines;120;64;56;270.00
71;2;Aeroporto di Vienna (VIE);Austria;Aeroporto di Bruxelles (BRU);Belgio;2025-07-05;22:15;Austrian Airlines;120;56;64;232.00
71;3;Aeroporto di Vienna (VIE);Austria;Aeroporto di Bruxelles (BRU);Belgio;2025-07-05;02:15;Austrian Airlines;120;48;72;202.00
72;1;Aeroporto di Vienna (VIE);Austria;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;2025-07-06;19:15;Austrian Airlines;120;58;62;267.00
72;2;Aeroporto di Vienna (VIE);Austria;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;2025-07-06;23:15;Austrian Airlines;120;57;63;275.00
72;3;Aeroporto di Vienna (VIE);Austria;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;2025-07-07;03:15;Austrian Airlines;120;59;61;213.00
73;1;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Roma-Fiumicino (FCO);Italia;2025-07-08;11:15;Swiss International Air Lines;120;58;62;257.00
73;2;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Roma-Fiumicino (FCO);Italia;2025-07-08;15:15;Swiss International Air Lines;120;56;64;202.00
73;3;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Roma-Fiumicino (FCO);Italia;2025-07-08;19:15;Swiss International Air Lines;120;55;65;288.00
74;1;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Francoforte sul Meno (FRA);Germania;2025-07-09;12:15;Swiss International Air Lines;120;56;64;267.00
74;2;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Francoforte sul Meno (FRA);Germania;2025-07-09;16:15;Swiss International Air Lines;120;62;58;220.00
74;3;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Francoforte sul Meno (FRA);Germania;2025-07-09;20:15;Swiss International Air Lines;120;66;54;202.00
75;1;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Parigi-Charles de Gaulle (CDG);Francia;2025-07-10;13:15;Swiss International Air Lines;120;56;64;270.00
75;2;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Parigi-Charles de Gaulle (CDG);Francia;2025-07-10;17:15;Swiss International Air Lines;120;63;57;279.00
75;3;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Parigi-Charles de Gaulle (CDG);Francia;2025-07-10;21:15;Swiss International Air Lines;120;60;60;218.00
76;1;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Madrid-Barajas (MAD);Spagna;2025-07-11;14:15;Swiss International Air Lines;120;64;56;253.00
76;2;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Madrid-Barajas (MAD);Spagna;2025-07-11;18:15;Swiss International Air Lines;120;63;57;274.00
76;3;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Madrid-Barajas (MAD);Spagna;2025-07-11;22:15;Swiss International Air Lines;120;57;63;235.00
77;1;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Londra-Heathrow (LHR);Regno Unito;2025-07-12;15:15;Swiss International Air Lines;120;66;54;231.00
77;2;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Londra-Heathrow (LHR);Regno Unito;2025-07-12;19:15;Swiss International Air Lines;120;72;48;276.00
77;3;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Londra-Heathrow (LHR);Regno Unito;2025-07-12;23:15;Swiss International Air Lines;120;61;59;267.00
78;1;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Amsterdam-Schiphol (AMS);Paesi Bassi;2025-07-13;16:15;Swiss International Air Lines;120;56;64;215.00
78;2;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Amsterdam-Schiphol (AMS);Paesi Bassi;2025-07-13;20:15;Swiss International Air Lines;120;64;56;212.00
78;3;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Amsterdam-Schiphol (AMS);Paesi Bassi;2025-07-13;00:15;Swiss International Air Lines;120;68;52;224.00
79;1;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Vienna (VIE);Austria;2025-07-14;17:15;Swiss International Air Lines;120;61;59;286.00
79;2;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Vienna (VIE);Austria;2025-07-14;21:15;Swiss International Air Lines;120;50;70;213.00
79;3;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Vienna (VIE);Austria;2025-07-14;01:15;Swiss International Air Lines;120;59;61;256.00
80;1;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Bruxelles (BRU);Belgio;2025-07-15;18:15;Swiss International Air Lines;120;66;54;244.00
80;2;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Bruxelles (BRU);Belgio;2025-07-15;22:15;Swiss International Air Lines;120;51;69;252.00
80;3;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Bruxelles (BRU);Belgio;2025-07-15;02:15;Swiss International Air Lines;120;65;55;261.00
81;1;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;2025-07-16;19:15;Swiss International Air Lines;120;62;58;289.00
81;2;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;2025-07-16;23:15;Swiss International Air Lines;120;57;63;244.00
81;3;Aeroporto di Zurigo (ZRH);Svizzera;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;2025-07-17;03:15;Swiss International Air Lines;120;56;64;246.00
82;1;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Roma-Fiumicino (FCO);Italia;2025-07-18;11:15;Brussels Airlines;120;51;69;201.00
82;2;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Roma-Fiumicino (FCO);Italia;2025-07-18;15:15;Brussels Airlines;120;60;60;232.00
82;3;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Roma-Fiumicino (FCO);Italia;2025-07-18;19:15;Brussels Airlines;120;55;65;290.00
83;1;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Francoforte sul Meno (FRA);Germania;2025-07-19;12:15;Brussels Airlines;120;63;57;205.00
83;2;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Francoforte sul Meno (FRA);Germania;2025-07-19;16:15;Brussels Airlines;120;55;65;239.00
83;3;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Francoforte sul Meno (FRA);Germania;2025-07-19;20:15;Brussels Airlines;120;62;58;212.00
84;1;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Parigi-Charles de Gaulle (CDG);Francia;2025-07-20;13:15;Brussels Airlines;120;60;60;227.00
84;2;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Parigi-Charles de Gaulle (CDG);Francia;2025-07-20;17:15;Brussels Airlines;120;59;61;280.00
84;3;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Parigi-Charles de Gaulle (CDG);Francia;2025-07-20;21:15;Brussels Airlines;120;62;58;243.00
85;1;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Madrid-Barajas (MAD);Spagna;2025-07-21;14:15;Brussels Airlines;120;56;64;265.00
85;2;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Madrid-Barajas (MAD);Spagna;2025-07-21;18:15;Brussels Airlines;120;63;57;255.00
85;3;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Madrid-Barajas (MAD);Spagna;2025-07-21;22:15;Brussels Airlines;120;53;67;286.00
86;1;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Londra-Heathrow (LHR);Regno Unito;2025-07-22;15:15;Brussels Airlines;120;53;67;216.00
86;2;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Londra-Heathrow (LHR);Regno Unito;2025-07-22;19:15;Brussels Airlines;120;65;55;225.00
86;3;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Londra-Heathrow (LHR);Regno Unito;2025-07-22;23:15;Brussels Airlines;120;57;63;284.00
87;1;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Amsterdam-Schiphol (AMS);Paesi Bassi;2025-07-23;16:15;Brussels Airlines;120;64;56;252.00
87;2;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Amsterdam-Schiphol (AMS);Paesi Bassi;2025-07-23;20:15;Brussels Airlines;120;61;59;299.00
87;3;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Amsterdam-Schiphol (AMS);Paesi Bassi;2025-07-23;00:15;Brussels Airlines;120;65;55;275.00
88;1;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Vienna (VIE);Austria;2025-07-24;17:15;Brussels Airlines;120;67;53;231.00
88;2;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Vienna (VIE);Austria;2025-07-24;21:15;Brussels Airlines;120;58;62;225.00
88;3;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Vienna (VIE);Austria;2025-07-24;01:15;Brussels Airlines;120;55;65;239.00
89;1;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Zurigo (ZRH);Svizzera;2025-07-25;18:15;Brussels Airlines;120;49;71;255.00
89;2;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Zurigo (ZRH);Svizzera;2025-07-25;22:15;Brussels Airlines;120;61;59;257.00
89;3;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Zurigo (ZRH);Svizzera;2025-07-25;02:15;Brussels Airlines;120;65;55;276.00
90;1;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;2025-07-26;19:15;Brussels Airlines;120;59;61;241.00
90;2;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;2025-07-26;23:15;Brussels Airlines;120;70;50;269.00
90;3;Aeroporto di Bruxelles (BRU);Belgio;Aeroporto di Stoccolma-Arlanda (ARN);Svezia;2025-07-27;03:15;Brussels Airlines;120;64;56;219.00
